Order ID,Product Name,Discount,Sales,Quantity,Category
IT-2011-1877466,"Logitech Numeric Keypad, Ergonomic",0.5,44.00,2,Technology
IT-2011-1877466,"Hewlett Copy Machine, Color",0.65,550.00,6,Technology
IT-2011-1877466,"Konica Phone, White",0.65,89.00,3,Technology
ES-2011-2511634,"Cisco Smart Phone, Full Size",0.1,587.00,1,Technology
ES-2011-3188488,"Ikea Library with Doors, Pine",0,729.00,2,Furniture
ES-2011-3188488,"SAFCO Steel Folding Chair, Black",0.2,266.00,4,Furniture
ES-2011-3188488,"BIC Canvas, Water Color",0,57.00,1,Office Supplies
ES-2011-3188488,"Sanford Pencil Sharpener, Water Color",0,116.00,4,Office Supplies
IT-2011-5645183,"Boston Pencil Sharpener, Easy-Erase",0.5,91.00,6,Office Supplies
ES-2011-3354251,"Tenex Shelving, Industrial",0.1,149.00,3,Office Supplies
ES-2011-2367994,"Stanley Pencil Sharpener, Water Color",0,112.00,4,Office Supplies
ES-2011-2367994,"Avery Binder Covers, Durable",0,50.00,4,Office Supplies
ES-2011-2367994,"Konica Receipt Printer, Wireless",0.15,208.00,2,Technology
ES-2011-2857462,"Novimex Legal Exhibit Labels, Laser Printer Compatible",0,31.00,3,Office Supplies
ES-2011-2608306,"Stockwell Clamps, 12 Pack",0,110.00,6,Office Supplies
ES-2011-4342226,"Binney & Smith Pencil Sharpener, Fluorescent",0,133.00,5,Office Supplies
ES-2011-4342226,"Cardinal Binder Covers, Clear",0,80.00,7,Office Supplies
ES-2011-5389664,"Advantus Frame, Duo Pack",0.2,267.00,3,Furniture
ES-2011-5389664,"GlobeWeis Manila Envelope, Set of 50",0.5,55.00,4,Office Supplies
ES-2011-5389664,"Rogers Trays, Wire Frame",0.5,91.00,3,Office Supplies
ES-2011-2722980,"Ikea Corner Shelving, Metal",0,368.00,3,Furniture
ES-2011-2722980,"Binney & Smith Sketch Pad, Blue",0,93.00,2,Office Supplies
ES-2011-2722980,"Cardinal 3-Hole Punch, Clear",0,85.00,3,Office Supplies
ES-2011-2722980,"Stockwell Rubber Bands, 12 Pack",0,48.00,3,Office Supplies
ES-2011-2722980,"Smead Folders, Wire Frame",0.1,60.00,4,Office Supplies
IT-2011-1181278,"Avery Binder Covers, Clear",0.5,26.00,5,Office Supplies
IT-2011-1181278,"Tenex File Cart, Industrial",0.6,215.00,4,Office Supplies
ES-2011-3818297,"Sauder Library with Doors, Mobile",0,780.00,2,Furniture
ES-2011-4744800,"Kraft Clasp Envelope, with clear poly window",0,50.00,4,Office Supplies
ES-2011-3818297,"BIC Highlighters, Blue",0,19.00,1,Office Supplies
ES-2011-4744800,"Panasonic Receipt Printer, Wireless",0.15,206.00,2,Technology
ES-2011-4632225,"Dania Classic Bookcase, Traditional",0,822.00,2,Furniture
ES-2011-4632225,"Boston Highlighters, Easy-Erase",0,19.00,1,Office Supplies
ES-2011-2543443,"BIC Markers, Blue",0,26.00,1,Office Supplies
ES-2011-2543443,"Eldon Box, Blue",0.1,9.00,1,Office Supplies
IT-2011-1044550,"Sauder Classic Bookcase, Pine",0.5,875.00,4,Furniture
IT-2011-1044550,"Barricks Coffee Table, Fully Assembled",0.7,273.00,3,Furniture
IT-2011-3264984,"Hon Executive Leather Armchair, Adjustable",0.2,728.00,2,Furniture
IT-2011-3264984,"Rubbermaid Door Stop, Ergonomic",0,127.00,3,Furniture
IT-2011-1978668,"SAFCO Executive Leather Armchair, Black",0.1,4544.00,11,Furniture
IT-2011-1978668,"Hoover Microwave, Black",0.1,277.00,1,Office Supplies
IT-2011-1978668,"Stanley Highlighters, Easy-Erase",0,90.00,6,Office Supplies
IT-2011-1978668,"Nokia Audio Dock, VoIP",0.15,284.00,2,Technology
ES-2011-5987802,"Advantus Thumb Tacks, Assorted Sizes",0,55.00,5,Office Supplies
ES-2011-5987802,"OIC Staples, Assorted Sizes",0,62.00,7,Office Supplies
ES-2011-5118812,"Avery Hole Reinforcements, Durable",0,24.00,4,Office Supplies
ES-2011-5118812,"Panasonic Calculator, Durable",0.15,129.00,3,Technology
ES-2011-1720401,"OIC Thumb Tacks, Assorted Sizes",0,35.00,3,Office Supplies
IT-2011-3284965,"Stockwell Thumb Tacks, Assorted Sizes",0,21.00,2,Office Supplies
IT-2011-3284965,"Smead Box, Single Width",0,32.00,3,Office Supplies
ES-2011-4052630,"Barricks Round Table, with Bottom Storage",0.5,1003.00,4,Furniture
ES-2011-4052630,"Binney & Smith Canvas, Water Color",0,164.00,3,Office Supplies
ES-2011-4052630,"Smead Trays, Blue",0.4,29.00,1,Office Supplies
ES-2011-4052630,"Okidata Calculator, Red",0.4,30.00,1,Technology
ES-2011-4187064,"Wilson Jones Hole Reinforcements, Recycled",0,10.00,2,Office Supplies
ES-2011-3353574,"Advantus Clock, Black",0,103.00,2,Furniture
ES-2011-3353574,"Acco Binder Covers, Recycled",0,41.00,3,Office Supplies
ES-2011-3353574,"Avery Binder Covers, Durable",0,63.00,5,Office Supplies
ES-2011-3353574,"Avery Binder Covers, Recycled",0,23.00,2,Office Supplies
ES-2011-3353574,"Konica Printer, Red",0.4,477.00,3,Technology
IT-2011-4664416,"Apple Speaker Phone, with Caller ID",0.5,185.00,3,Technology
IT-2011-2889545,"Harbour Creations Bag Chairs, Black",0.6,47.00,2,Furniture
ES-2011-2377967,"Bush Classic Bookcase, Mobile",0,2076.00,5,Furniture
ES-2011-2377967,"Acco Binding Machine, Recycled",0,309.00,6,Office Supplies
ES-2011-2377967,"Brother Copy Machine, High-Speed",0,525.00,2,Technology
IT-2011-3203475,"Advantus Frame, Black",0.2,533.00,6,Furniture
IT-2011-3203475,"Motorola Headset, with Caller ID",0.5,120.00,3,Technology
ES-2011-1416586,"Binney & Smith Pens, Easy-Erase",0,147.00,12,Office Supplies
ES-2011-1416586,"Fellowes Shelving, Wire Frame",0.1,102.00,2,Office Supplies
ES-2011-1416586,"Epson Calculator, Durable",0,47.00,1,Technology
ES-2011-3893444,"Hamilton Beach Toaster, Black",0.2,364.00,8,Office Supplies
ES-2011-3893444,"Fellowes Folders, Blue",0.2,63.00,3,Office Supplies
ES-2011-3893444,"Smead Shelving, Single Width",0.2,118.00,3,Office Supplies
ES-2011-3227800,"Ibico Index Tab, Clear",0,18.00,2,Office Supplies
ES-2011-2010166,"Belkin Keyboard, USB",0.1,151.00,2,Technology
ES-2011-1705541,"Safco Classic Bookcase, Traditional",0,1314.00,3,Furniture
ES-2011-1705541,"Office Star Rocking Chair, Red",0,705.00,5,Furniture
ES-2011-1705541,"BIC Sketch Pad, Blue",0,195.00,4,Office Supplies
ES-2011-1705541,"Sanford Pens, Fluorescent",0,37.00,3,Office Supplies
ES-2011-1517387,"BIC Markers, Easy-Erase",0,107.00,4,Office Supplies
ES-2011-1708225,"OIC Clamps, 12 Pack",0,58.00,3,Office Supplies
ES-2011-4410046,"BIC Canvas, Easy-Erase",0,108.00,2,Office Supplies
ES-2011-2535754,"Advantus Clamps, Assorted Sizes",0,117.00,7,Office Supplies
ES-2011-3832823,"BIC Pencil Sharpener, Water Color",0,97.00,3,Office Supplies
ES-2011-3832823,"Kraft Interoffice Envelope, Set of 50",0,94.00,2,Office Supplies
ES-2011-3832823,"Tenex Folders, Blue",0.1,104.00,5,Office Supplies
ES-2011-3832823,"Sharp Ink, Color",0,126.00,1,Technology
ES-2011-2711513,"Motorola Audio Dock, with Caller ID",0,520.00,3,Technology
ES-2011-3468356,"Harbour Creations Chairmat, Adjustable",0.5,74.00,2,Furniture
ES-2011-4509445,"OIC Thumb Tacks, Bulk Pack",0,28.00,2,Office Supplies
ES-2011-1001989,"Cardinal 3-Hole Punch, Clear",0.1,229.00,9,Office Supplies
ES-2011-4993136,"Binney & Smith Markers, Blue",0,72.00,3,Office Supplies
ES-2011-3979558,"Cameo Mailers, with clear poly window",0,167.00,4,Office Supplies
ES-2011-3979558,"Fellowes File Cart, Wire Frame",0,273.00,2,Office Supplies
ES-2011-2933675,"Sanford Sketch Pad, Water Color",0,195.00,4,Office Supplies
ES-2011-3739047,"Sanford Pens, Water Color",0,43.00,3,Office Supplies
ES-2011-3739047,"Fiskars Box Cutter, Serrated",0,193.00,6,Office Supplies
ES-2011-4699764,"Hoover Stove, Red",0.1,3070.00,6,Office Supplies
ES-2011-4699764,"Eldon File Cart, Single Width",0.1,230.00,2,Office Supplies
ES-2011-3003511,"Memorex Router, Ergonomic",0.1,220.00,1,Technology
ES-2011-4753236,"Harbour Creations Round Labels, Adjustable",0,14.00,3,Office Supplies
IT-2011-1765076,"Office Star Steel Folding Chair, Set of Two",0.1,254.00,3,Furniture
IT-2011-1765076,"Binney & Smith Pens, Blue",0.1,11.00,1,Office Supplies
IT-2011-1765076,"Sanford Highlighters, Easy-Erase",0.1,29.00,2,Office Supplies
IT-2011-1765076,"Avery Binder, Recycled",0.1,48.00,4,Office Supplies
IT-2011-1765076,"Stockwell Paper Clips, Metal",0.1,24.00,2,Office Supplies
ES-2011-2587200,"Fiskars Trimmer, Steel",0,83.00,2,Office Supplies
ES-2011-5099069,"Hon Round Labels, 5000 Label Set",0,21.00,3,Office Supplies
ES-2011-5099069,"Smead Folders, Industrial",0.1,81.00,5,Office Supplies
ES-2011-5522951,"Stockwell Clamps, Bulk Pack",0,57.00,3,Office Supplies
ES-2011-1436413,"Smead Shelving, Industrial",0.1,178.00,4,Office Supplies
ES-2011-3158300,"Dania 3-Shelf Cabinet, Mobile",0,288.00,2,Furniture
ES-2011-3528133,"Harbour Creations Round Labels, Laser Printer Compatible",0,47.00,7,Office Supplies
ES-2011-3528133,"Elite Box Cutter, High Speed",0,105.00,3,Office Supplies
ES-2011-3528133,"Apple Office Telephone, Cordless",0.4,82.00,2,Technology
ES-2011-5083176,"Binney & Smith Pens, Fluorescent",0,26.00,2,Office Supplies
ES-2011-1637634,"Rubbermaid Door Stop, Duo Pack",0,132.00,3,Furniture
ES-2011-1637634,"Smead Folders, Wire Frame",0,50.00,3,Office Supplies
IT-2011-4381191,"StarTech Inkjet, White",0.5,747.00,5,Technology
ES-2011-3948308,"Acco Binder Covers, Economy",0,40.00,3,Office Supplies
ES-2011-3948308,"Xerox Cards & Envelopes, Premium",0,90.00,2,Office Supplies
ES-2011-5263174,"Rubbermaid Frame, Duo Pack",0,770.00,7,Furniture
ES-2011-5263174,"SanDisk Cards & Envelopes, Recycled",0,193.00,4,Office Supplies
ES-2011-5504927,"Avery Binding Machine, Durable",0,453.00,9,Office Supplies
ES-2011-5504927,"Ibico 3-Hole Punch, Economy",0,152.00,5,Office Supplies
ES-2011-5504927,"Eldon File Cart, Single Width",0.1,230.00,2,Office Supplies
ES-2011-5504927,"Motorola Signal Booster, Full Size",0.15,246.00,2,Technology
ES-2011-3679996,"OIC Clamps, Metal",0,99.00,5,Office Supplies
ES-2011-5879155,"Stanley Canvas, Easy-Erase",0,149.00,3,Office Supplies
ES-2011-2140658,"Stanley Highlighters, Blue",0.5,15.00,2,Office Supplies
ES-2011-2140658,"Advantus Thumb Tacks, Metal",0.5,7.00,1,Office Supplies
IT-2011-2306373,"Harbour Creations Legal Exhibit Labels, 5000 Label Set",0.5,17.00,3,Office Supplies
IT-2011-2306373,"Nokia Audio Dock, Full Size",0.5,84.00,1,Technology
ES-2011-2266801,"Tenex Lockers, Blue",0.1,551.00,3,Office Supplies
IT-2011-5078476,"Ibico 3-Hole Punch, Recycled",0,92.00,3,Office Supplies
ES-2011-4814310,"Stockwell Clamps, 12 Pack",0,93.00,5,Office Supplies
IT-2011-4692210,"Stockwell Push Pins, Metal",0.5,22.00,3,Office Supplies
IT-2011-4692210,"Rogers Box, Industrial",0.6,39.00,4,Office Supplies
ES-2011-5610862,"Tenex Door Stop, Ergonomic",0,170.00,4,Furniture
ES-2011-5610862,"Kleencut Scissors, Serrated",0,38.00,2,Office Supplies
ES-2011-5610862,"Samsung Smart Phone, Cordless",0,639.00,1,Technology
IT-2011-3424830,"Novimex File Folder Labels, Alphabetical",0.5,8.00,2,Office Supplies
ES-2011-5861038,"Novimex Swivel Stool, Black",0.1,729.00,5,Furniture
ES-2011-5861038,"Smead Box, Industrial",0.1,51.00,5,Office Supplies
ES-2011-5861038,"Canon Personal Copier, Digital",0,285.00,2,Technology
ES-2011-5861038,"Motorola Speaker Phone, VoIP",0,390.00,3,Technology
ES-2011-3721082,"Eldon Clock, Ergonomic",0,110.00,2,Furniture
ES-2011-5287434,"Sauder Classic Bookcase, Pine",0,2624.00,6,Furniture
ES-2011-3721082,"Stanley Pens, Easy-Erase",0,21.00,2,Office Supplies
ES-2011-5287434,"Sanford Pens, Easy-Erase",0,34.00,3,Office Supplies
ES-2011-5287434,"Rogers Lockers, Blue",0,423.00,2,Office Supplies
IT-2011-5233011,"Advantus Photo Frame, Durable",0.6,40.00,2,Furniture
ES-2011-4237527,"Stanley Canvas, Water Color",0,158.00,3,Office Supplies
ES-2011-4237527,"Wilson Jones Binding Machine, Recycled",0,296.00,6,Office Supplies
ES-2011-4237527,"SanDisk Flash Drive, Programmable",0,123.00,3,Technology
IT-2011-3468929,"Apple Signal Booster, Full Size",0.4,497.00,6,Technology
ES-2011-5430994,"Office Star Rocking Chair, Red",0.1,507.00,4,Furniture
ES-2011-3072555,"OIC Rubber Bands, Metal",0,86.00,5,Office Supplies
ES-2011-4146320,"Binney & Smith Markers, Fluorescent",0,51.00,2,Office Supplies
ES-2011-4146320,"Novimex Shipping Labels, Alphabetical",0,32.00,3,Office Supplies
ES-2011-5185093,"Breville Microwave, White",0.1,1889.00,7,Office Supplies
ES-2011-5185093,"Cardinal Binding Machine, Economy",0,498.00,10,Office Supplies
ES-2011-1444426,"KitchenAid Toaster, White",0,584.00,7,Office Supplies
ES-2011-1386961,"Smead Round Labels, 5000 Label Set",0,15.00,2,Office Supplies
ES-2011-1386961,"Green Bar Message Books, Recycled",0,47.00,2,Office Supplies
ES-2011-5244045,"KitchenAid Toaster, Red",0.1,538.00,7,Office Supplies
ES-2011-5244045,"Stanley Pens, Water Color",0,119.00,9,Office Supplies
ES-2011-5244045,"GlobeWeis Peel and Seal, Security-Tint",0,48.00,2,Office Supplies
ES-2011-5244045,"Fellowes Trays, Single Width",0.1,413.00,8,Office Supplies
ES-2011-5244045,"Rogers Folders, Wire Frame",0.1,80.00,3,Office Supplies
ES-2011-4472015,"Cardinal Binder, Clear",0,53.00,4,Office Supplies
ES-2011-4472015,"Acme Scissors, Easy Grip",0,81.00,3,Office Supplies
IT-2011-1716540,"Binney & Smith Canvas, Blue",0.5,205.00,8,Office Supplies
IT-2011-1716540,"Cameo Business Envelopes, Security-Tint",0.5,17.00,2,Office Supplies
ES-2011-3192576,"Advantus Clock, Black",0,257.00,5,Furniture
ES-2011-3192576,"BIC Highlighters, Water Color",0,44.00,2,Office Supplies
ES-2011-3192576,"Harbour Creations Round Labels, 5000 Label Set",0,64.00,9,Office Supplies
ES-2011-3192576,"Canon Copy Machine, Digital",0,785.00,3,Technology
ES-2011-3192576,"Cisco Signal Booster, Full Size",0,306.00,2,Technology
ES-2011-3376060,"Belkin Flash Drive, Bluetooth",0,294.00,7,Technology
IT-2011-2419493,"Nokia Headset, VoIP",0.5,73.00,2,Technology
ES-2011-4864498,"Novimex Steel Folding Chair, Red",0.2,66.00,1,Furniture
ES-2011-4864498,"Binney & Smith Highlighters, Fluorescent",0,54.00,3,Office Supplies
ES-2011-4864498,"Binney & Smith Markers, Easy-Erase",0,97.00,4,Office Supplies
ES-2011-4864498,"Avery Binder Covers, Clear",0,21.00,2,Office Supplies
ES-2011-4864498,"Cardinal Binder Covers, Economy",0,24.00,2,Office Supplies
ES-2011-5680692,"Eldon File Cart, Single Width",0.1,576.00,5,Office Supplies
ES-2011-2266607,"Binney & Smith Markers, Blue",0,169.00,7,Office Supplies
ES-2011-2266607,"Okidata Inkjet, Durable",0,625.00,2,Technology
ES-2011-1525428,"Stanley Highlighters, Water Color",0,36.00,2,Office Supplies
IT-2011-2779559,"Enermax Parchment Paper, Multicolor",0.5,17.00,2,Office Supplies
ES-2011-2835499,"Boston Highlighters, Blue",0,57.00,3,Office Supplies
ES-2011-2835499,"Cardinal Binder Covers, Economy",0,24.00,2,Office Supplies
ES-2011-2835499,"Advantus Clamps, Metal",0,39.00,2,Office Supplies
ES-2011-2835499,"SanDisk Cards & Envelopes, Recycled",0,242.00,5,Office Supplies
ES-2011-2835499,"Eldon Lockers, Blue",0.4,475.00,4,Office Supplies
ES-2011-2835499,"Rogers Box, Blue",0.4,58.00,4,Office Supplies
ES-2011-2835499,"Memorex Mouse, Ergonomic",0,312.00,12,Technology
ES-2011-5178055,"Acco Hole Reinforcements, Clear",0,31.00,5,Office Supplies
ES-2011-5178055,"Novimex Shipping Labels, Alphabetical",0,65.00,6,Office Supplies
ES-2011-5178055,"Fellowes Folders, Industrial",0.1,48.00,2,Office Supplies
ES-2011-5178055,"Acme Ruler, Steel",0,81.00,5,Office Supplies
IT-2011-5063480,"Panasonic Printer, Red",0.15,2017.00,9,Technology
ES-2011-5498995,"Avery Binder Covers, Durable",0,13.00,1,Office Supplies
ES-2011-2696233,"Boston Markers, Fluorescent",0,83.00,3,Office Supplies
ES-2011-1520567,"Tenex File Cart, Blue",0.1,360.00,3,Office Supplies
ES-2011-5707696,"BIC Highlighters, Water Color",0,66.00,3,Office Supplies
ES-2011-5707696,"Smead File Folder Labels, Alphabetical",0,26.00,3,Office Supplies
ES-2011-5707696,"Eaton Cards & Envelopes, Multicolor",0,186.00,4,Office Supplies
ES-2011-5707696,"Cisco Speaker Phone, VoIP",0,693.00,5,Technology
IT-2011-1904026,"Apple Office Telephone, Cordless",0.5,238.00,7,Technology
ES-2011-1443340,"Wilson Jones Index Tab, Economy",0,39.00,6,Office Supplies
ES-2011-1443340,"Samsung Speaker Phone, VoIP",0.1,444.00,4,Technology
ES-2011-4240706,"Hon Legal Exhibit Labels, Adjustable",0,18.00,2,Office Supplies
ES-2011-4240706,"Cisco Signal Booster, with Caller ID",0.15,645.00,5,Technology
IT-2011-2459755,"Sanford Pencil Sharpener, Water Color",0.5,39.00,3,Office Supplies
IT-2011-2185983,"Nokia Headset, with Caller ID",0.15,684.00,11,Technology
ES-2011-4016076,"Fellowes Folders, Single Width",0,159.00,6,Office Supplies
ES-2011-5090278,"Fiskars Trimmer, Easy Grip",0,176.00,4,Office Supplies
IT-2011-2852736,"Novimex Chairmat, Red",0.6,45.00,2,Furniture
ES-2011-2729747,"Ikea 3-Shelf Cabinet, Pine",0,719.00,5,Furniture
IT-2011-2075149,"Cameo Peel and Seal, Set of 50",0.5,53.00,5,Office Supplies
ES-2011-2729747,"KitchenAid Toaster, White",0,334.00,4,Office Supplies
ES-2011-4852530,"Harbour Creations Executive Leather Armchair, Red",0.1,1713.00,4,Furniture
ES-2011-4852530,"Hon Rocking Chair, Black",0.1,808.00,7,Furniture
IT-2011-3896198,"Stanley Pencil Sharpener, Fluorescent",0,124.00,5,Office Supplies
IT-2011-3896198,"Cardinal Binder, Clear",0,120.00,9,Office Supplies
ES-2011-4852530,"Cardinal Hole Reinforcements, Clear",0,5.00,1,Office Supplies
IT-2011-3896198,"OIC Push Pins, Assorted Sizes",0,25.00,2,Office Supplies
ES-2011-4852530,"Novimex Legal Exhibit Labels, Alphabetical",0,31.00,3,Office Supplies
ES-2011-4852530,"Smead Trays, Blue",0.1,218.00,5,Office Supplies
ES-2011-2813459,"Acco Binder, Recycled",0,16.00,1,Office Supplies
ES-2011-5957871,"BIC Pencil Sharpener, Blue",0,29.00,1,Office Supplies
ES-2011-5957871,"Boston Canvas, Blue",0,161.00,3,Office Supplies
ES-2011-2755002,"Eldon Box, Single Width",0.1,37.00,4,Office Supplies
ES-2011-4920475,"Elite Scissors, Steel",0,66.00,3,Office Supplies
ES-2011-2776937,"Avery Binding Machine, Clear",0,145.00,3,Office Supplies
ES-2011-2994694,"Sanford Sketch Pad, Fluorescent",0,93.00,2,Office Supplies
ES-2011-1140474,"Smead Round Labels, 5000 Label Set",0,15.00,2,Office Supplies
ES-2011-2111237,"Hoover Microwave, Red",0.1,1389.00,5,Office Supplies
ES-2011-4549921,"Epson Phone, Wireless",0,162.00,2,Technology
ES-2011-2132896,"Eldon Lockers, Single Width",0.1,534.00,3,Office Supplies
ES-2011-2132896,"Okidata Calculator, Red",0,99.00,2,Technology
ES-2011-2132896,"Apple Headset, Cordless",0,533.00,7,Technology
ES-2011-3431770,"Binney & Smith Sketch Pad, Water Color",0,99.00,2,Office Supplies
ES-2011-3431770,"Canon Fax and Copier, High-Speed",0,379.00,2,Technology
ES-2011-5158527,"Harbour Creations File Folder Labels, Laser Printer Compatible",0,35.00,4,Office Supplies
ES-2011-5158527,"Nokia Office Telephone, with Caller ID",0,65.00,1,Technology
ES-2011-3249098,"Okidata Inkjet, Wireless",0.1,1413.00,5,Technology
ES-2011-2087362,"Deflect-O Stacking Tray, Ergonomic",0,112.00,5,Furniture
ES-2011-2087362,"Novimex File Folder Labels, 5000 Label Set",0,26.00,3,Office Supplies
ES-2011-5276461,"Dania Classic Bookcase, Pine",0.1,1113.00,3,Furniture
