RowNumber,Exited,P_Hat
191,1,0.293440039218837
192,0,0.266303268167078
193,0,0.177182495256625
194,0,0.133275633791925
195,0,0.0998140337571321
196,0,0.058921070627919
197,0,0.0553205605273758
198,0,0.137715573204076
199,0,0.177416013729606
200,0,0.17257173535064
201,0,0.0409467153146807
202,0,0.0944145791590188
203,1,0.132590431920195
204,1,0.114093150025184
205,0,0.16233491802788
206,0,0.0565750327831077
207,1,0.350218359932221
208,0,0.0597798533230892
209,1,0.222448613960194
210,0,0.124389473648035
211,0,0.250755739792557
212,0,0.0304701930886078
213,0,0.238964227131771
214,0,0.0973395011614532
215,0,0.172878463326596
216,1,0.243085910780479
217,0,0.284633923712342
218,0,0.140174421334964
219,1,0.232879332495606
220,1,0.156229657196769
221,0,0.0639851813075289
222,0,0.0335123210004927
223,0,0.0730139954122037
224,1,0.0876712275702967
225,1,0.219358488557073
226,0,0.172370518190862
227,0,0.0438019023780356
228,1,0.215239275698922
229,1,0.544470346840644
230,0,0.327040032204435
231,0,0.397164662413167
232,0,0.166854991169961
233,0,0.0890861530598369
234,0,0.0394516207112527
235,0,0.522754014745671
236,1,0.383786634645471
237,0,0.0491762835395146
238,1,0.534717948508942
239,1,0.307602640626711
240,0,0.0351835038149684
241,0,0.135638012734277
242,0,0.470380183630795
243,0,0.0603837668347667
244,1,0.584686743230302
245,0,0.109442057182546
246,1,0.307774273326636
247,0,0.149265049443566
248,0,0.041236512001431
249,0,0.0572751840173697
250,1,0.596227768056874
251,0,0.406177433603812
252,0,0.0695628109940631
253,0,0.652147811966681
254,0,0.153412443139077
255,0,0.0710946825140219
256,0,0.0620077333899868
257,0,0.0336491637260328
258,0,0.356498285096372
259,0,0.0699520588687759
260,0,0.133657195832437
261,0,0.158617239706433
262,0,0.441874814677449
263,0,0.204470284826227
264,0,0.0584304131070188
265,0,0.041728140829731
266,0,0.264705004829147
267,0,0.0441097688898812
268,0,0.11531891794807
269,1,0.244348805302221
270,0,0.375299868633304
271,0,0.0583535462926742
272,1,0.235619027317822
273,0,0.16248500889534
274,0,0.0739781876636682
275,0,0.0766285937046657
276,0,0.0723564545202671
277,1,0.242945939789351
278,0,0.399310418923964
279,0,0.0611245645636164
280,1,0.238086715506624
281,0,0.0474429036030706
282,0,0.022905473797494
283,1,0.138872703220495
284,0,0.0880670655525832
285,0,0.0336425456980554
286,0,0.195564321060799
287,0,0.115068359971972
288,0,0.22215443342707
289,0,0.052713160549695
290,0,0.10083723049209
291,0,0.172185232209197
292,0,0.302142586451839
293,0,0.0662650436307654
294,1,0.212333538285157
295,0,0.0509449447822896
296,0,0.0839136947995096
297,0,0.0760087877858621
298,1,0.259440408868747
299,0,0.297939963409183
300,0,0.0361481509828375
301,0,0.124473128144717
302,0,0.26449009096205
303,0,0.104298052642028
304,0,0.0557331786464535
305,0,0.154912122174911
306,0,0.0498942707934715
307,1,0.0769668321903772
308,0,0.271087171387287
309,1,0.377978676782723
310,0,0.251151186224833
311,0,0.658631906221565
312,0,0.208168076099473
313,0,0.139119121671265
314,0,0.796347334666724
315,0,0.0663838342705731
316,0,0.144068299943433
317,1,0.377584734168195
318,0,0.0602989425516568
319,0,0.0867549445382882
320,0,0.0933769928989657
321,0,0.39057227950411
322,0,0.0686626882266688
323,1,0.219654235918341
324,0,0.129879192588822
325,0,0.0782796980760737
326,0,0.160402238241853
327,0,0.120011841916005
328,1,0.407928498239313
329,0,0.129506919707154
330,0,0.0600084283962843
331,0,0.109144890756639
332,0,0.33534486979444
333,0,0.203700682320165
334,1,0.326018227755386
335,0,0.276304843664773
336,1,0.121750184557246
337,0,0.152643401416094
338,0,0.102041364773079
339,1,0.287041217092955
340,1,0.45206570970828
341,1,0.236217484500777
342,0,0.128603538402951
343,0,0.156555837798628
344,0,0.0475303543144539
345,0,0.0866512969647307
346,0,0.244203758628841
347,0,0.359171302125191
348,0,0.457699208797759
349,0,0.169082770293197
350,0,0.0564117390789155
351,0,0.0474946522300273
352,0,0.0789342688693356
353,0,0.215944495766817
354,0,0.0196573589849991
355,0,0.190350348038551
356,0,0.0922290105993559
357,0,0.297598857316933
358,1,0.157048721186679
359,0,0.09346377173207
360,0,0.203758481066349
361,0,0.0248885661683965
362,1,0.343480721061199
363,0,0.238986978478104
364,0,0.306115841931438
365,0,0.307320711575738
366,0,0.0672018913829256
367,0,0.514227043929807
368,0,0.189589961556599
369,0,0.108732372177647
370,0,0.190294696146522
371,0,0.092766686691787
372,0,0.809108014189955
373,0,0.0959179927449043
374,0,0.0920574905985749
375,0,0.103971198563481
376,0,0.0855588476004547
377,1,0.172500574624464
378,0,0.174156780999436
379,0,0.190823452986829
380,1,0.208703382378561
381,0,0.184253600463869
382,0,0.152097605944037
383,0,0.132631851286209
384,0,0.171583782817052
385,0,0.440351214560003
386,0,0.429901050030546
387,0,0.219582383970283
388,0,0.231797381675139
389,0,0.130967437214867
390,0,0.0982740441237648
391,0,0.1259782756464
392,0,0.145946050914522
393,1,0.271235544789007
394,1,0.136580975940215
395,0,0.0536838368746255
396,0,0.209435272833612
397,0,0.058285158227471
398,0,0.254868308366949
399,0,0.0806078552063457
400,1,0.77505455884557
401,0,0.420125011669007
402,0,0.238850023723203
403,0,0.115659992397391
404,0,0.0677091200092538
405,0,0.0163564451368532
406,0,0.117172755696073
407,1,0.482196585756396
408,0,0.203669215316084
409,0,0.119803823265945
410,0,0.547454332058858
411,0,0.0444118538434377
412,0,0.0471099396046849
413,0,0.075641330322799
414,1,0.219627649576894
415,0,0.097682804910107
416,0,0.0593519842014383
417,1,0.837359566193884
418,0,0.130175770082865
419,0,0.318000482273042
420,0,0.114546234719742
421,1,0.80498519056403
422,0,0.224047600924911
423,1,0.382832656465399
424,0,0.188616676640939
425,0,0.151976638395371
426,0,0.0879420186003536
427,0,0.34060944892642
428,0,0.124671929105744
429,0,0.509257355403848
430,1,0.399371083470147
431,1,0.424325011354883
432,0,0.165233249541717
433,0,0.410951188288233
434,1,0.452488718293208
435,0,0.0999351041469501
436,0,0.255743294606397
437,0,0.310686645162399
438,0,0.15182245696812
439,0,0.263872685363809
440,0,0.314789854108622
441,0,0.196541537461445
442,0,0.119240296791621
443,0,0.0909616949848805
444,0,0.127346490450508
445,1,0.339857250149056
446,0,0.0546451645223761
447,0,0.137244056293686
448,0,0.0973717360300292
449,1,0.281467728697153
450,0,0.394350654633304
451,0,0.486246397056393
452,0,0.0479372522283661
453,0,0.128089683068412
454,0,0.407390171556541
455,0,0.121580679358543
456,0,0.129215611534742
457,0,0.0381229669375494
458,0,0.133635317191734
459,1,0.226076236259256
460,0,0.0496393449998974
461,0,0.0905388868041957
462,0,0.15703465527257
463,0,0.141483912571462
464,1,0.0840867249946181
465,0,0.0197449041384778
466,0,0.139284282126174
467,0,0.0455094856547251
468,1,0.391904242585722
469,0,0.114209071804769
470,0,0.0394953174247795
471,0,0.0338175089844464
472,1,0.189627756780714
473,0,0.0887137379630102
474,0,0.0615097290909981
475,0,0.170865493128321
476,1,0.48081269464135
477,0,0.163716619985531
478,0,0.296568027464617
479,0,0.0563787380557147
480,0,0.0412723848394088
481,0,0.0530698904362756
482,0,0.0879819185952993
483,0,0.10202037111292
484,0,0.312533296472648
485,1,0.443094401931359
486,0,0.104516743644397
487,0,0.123670429970302
488,1,0.0903728722373749
489,0,0.0293832763679367
490,0,0.481251376427927
491,0,0.0453594915417965
492,0,0.150557897648597
493,0,0.114404825326511
494,1,0.372918589663279
495,1,0.280921229730407
496,0,0.107571855376541
497,0,0.197008568175285
498,0,0.0785772758249906
499,0,0.0557938040787071
500,1,0.298518060134489
501,0,0.035864033351338
502,0,0.141678000375442
503,1,0.522618770401239
504,0,0.0981897234039136
505,0,0.282521834626318
506,0,0.0891687738073093
507,0,0.212819085448036
508,0,0.492670445678019
509,0,0.0154579531400639
510,0,0.0832156501167362
511,0,0.138124412980027
512,0,0.438220048070894
513,0,0.0990552272626873
514,0,0.0546858838775275
515,1,0.278325257626372
516,0,0.117139174909936
517,1,0.240007917268486
518,0,0.278274289581445
519,1,0.132386317199497
520,0,0.249755585550243
521,1,0.238696660290947
522,0,0.206495475538944
523,0,0.0703047890355308
524,0,0.0943128093337757
525,0,0.340020947329841
526,0,0.0495092760779835
527,0,0.0718198880536028
528,0,0.0599576975619179
529,1,0.66336995151515
530,0,0.0455647308261387
531,0,0.367724373467796
532,0,0.0546443640125533
533,0,0.0473138083428136
534,0,0.159709491796145
535,0,0.33007401579484
536,1,0.463279592433464
537,0,0.259311216810096
538,0,0.0963709386906147
539,1,0.597437940832107
540,1,0.295397254483824
541,0,0.0561563444474118
542,0,0.0207947855374138
543,0,0.162539565905259
544,1,0.394639686249277
545,1,0.162753833784122
546,0,0.347427714004989
547,0,0.149583593583147
548,0,0.325851895625587
549,0,0.151732491229517
550,0,0.0171064666884545
551,0,0.397809903609523
552,1,0.245271638452571
553,0,0.126427547395062
554,0,0.116611508981349
555,0,0.280005131579826
556,1,0.244377226163202
557,0,0.3613473081578
558,1,0.40374850225614
559,0,0.132919542124673
560,0,0.469082079950403
561,0,0.134623596798503
562,0,0.321239177165709
563,0,0.0662623783719841
564,1,0.377980496019444
565,0,0.118661677284638
566,0,0.0477531678853006
567,1,0.528755192680129
568,0,0.473980923047335
569,0,0.0828402054631846
570,0,0.0254358227675336
571,0,0.113269952188738
572,1,0.232662781107814
573,0,0.134404909937141
574,1,0.156081518277413
575,0,0.079522467981761
576,0,0.0397152855236242
577,0,0.241433801192516
578,0,0.0384055668471292
579,0,0.269435571176195
580,0,0.0546976282763649
581,0,0.110352246237104
582,1,0.0872330288664219
583,0,0.278193131003736
584,0,0.325141066080505
585,1,0.684628060377135
586,1,0.506322128620343
587,1,0.411502523197279
588,0,0.0790573973708475
589,0,0.14643084974423
590,1,0.438333692167494
591,1,0.216817784802364
592,0,0.183613125589766
593,0,0.0887335344346571
594,0,0.13798571071068
595,0,0.0478757775939714
596,0,0.537576478156311
597,0,0.170280006953196
598,0,0.15024377669948
599,1,0.773364131803209
600,0,0.20229679384095
601,1,0.103850900708926
602,0,0.0458025441863064
603,0,0.516985287511061
604,1,0.0920118142909873
605,0,0.0647493487551661
606,0,0.0286124958796318
607,0,0.134362778487964
608,0,0.0677872357976895
609,0,0.0396734149178561
610,0,0.693722005249757
611,0,0.122619579799509
612,0,0.104504626076642
613,0,0.501528383412514
614,0,0.0796238544200567
615,0,0.0640689290073707
616,1,0.151974740850262
617,0,0.180624571231087
618,1,0.830145633036282
619,0,0.103727963218279
620,0,0.0727866336568135
621,0,0.159941064843253
622,0,0.131097466425755
623,0,0.465493859813828
624,0,0.123036213047346
625,0,0.25538693634265
626,0,0.141683714599081
627,0,0.0509352428455374
628,0,0.343254802792385
629,0,0.0981924218056342
630,0,0.15740134413993
631,1,0.631278921879679
632,1,0.740957162493724
633,0,0.186711954528512
634,0,0.216520869400111
635,1,0.101046417162434
636,0,0.396614927935364
637,0,0.162523740342742
638,0,0.152243463337514
639,0,0.149754854511967
640,0,0.248924917295343
641,1,0.319199596394411
642,0,0.170646871848381
643,0,0.0658429474974907
644,1,0.48241181678706
645,1,0.271059953549058
646,1,0.218815477483126
647,0,0.0462140386220652
648,0,0.196446524785856
649,0,0.21091469866861
650,0,0.0496049379223541
651,0,0.170854888493403
652,0,0.129840795954312
653,0,0.250273565737997
654,1,0.295730893223099
655,0,0.0397350585343453
656,0,0.0671386439232086
657,0,0.033317207804836
658,0,0.487767181895228
659,0,0.355609006431582
660,0,0.119377099708659
661,0,0.275835589484481
662,0,0.233659879778712
663,0,0.0318175407546445
664,0,0.0855823596671135
665,0,0.105762124977147
666,0,0.0332535883135944
667,0,0.0849498109499256
668,0,0.0305166645770452
669,0,0.12935407112929
670,0,0.160521430678771
671,0,0.63217920592865
672,0,0.0618076730817129
673,0,0.0723037086093388
674,0,0.0756074533330801
675,0,0.0442828366858632
676,0,0.0930062545560998
677,0,0.28147324373962
678,1,0.209118338218963
679,0,0.471657554179143
680,0,0.210112304718336
681,0,0.240907784447307
682,0,0.269929622883045
683,0,0.273035703554755
684,0,0.450411729125587
685,0,0.079725844418943
686,1,0.255141849770285
687,0,0.0714208421057468
688,1,0.572008355497625
689,1,0.511498357505706
690,0,0.260297195211503
691,0,0.176362440036573
692,0,0.235973125929233
693,0,0.285377381569759
694,0,0.0391322095271206
695,0,0.181204172209867
696,0,0.170733153311779
697,1,0.362820027746779
698,1,0.550291432937541
699,0,0.0431890609405697
700,0,0.111462934972633
701,0,0.137468353046577
702,0,0.114361014283223
703,0,0.236494347988095
704,0,0.0489828197205581
705,0,0.124038513520872
706,1,0.316771500448219
707,0,0.125923237275646
708,0,0.177549701763288
709,0,0.0674083283890367
710,0,0.220175270655908
711,0,0.371059476774321
712,0,0.290993564051528
713,0,0.207781107690496
714,0,0.370132978550848
715,1,0.119201063595339
716,0,0.0906519160099137
717,0,0.461747668462013
718,0,0.254100815939701
719,0,0.212183063692642
720,0,0.126643126569874
721,1,0.331609017419025
722,1,0.160800424134208
723,0,0.0522072589318914
724,0,0.286094190418508
725,0,0.0666451671460405
726,0,0.126353170399063
727,0,0.0463317122762522
728,0,0.028712293027654
729,0,0.320042474421384
730,1,0.576354318265205
731,0,0.0299732857683512
732,0,0.0803736435742857
733,0,0.130737558109236
734,1,0.372634092561204
735,1,0.604452510245356
736,0,0.109167982964066
737,0,0.376649455378251
738,0,0.0755342994219549
739,0,0.206683037257039
740,0,0.142830062282896
741,0,0.04795055882181
742,0,0.0299843751950703
743,0,0.0403352061161023
744,1,0.446874028970937
745,0,0.200241593778202
746,0,0.0594933382409469
747,0,0.05012806269745
748,0,0.460215498319894
749,0,0.0748872959106741
750,0,0.247835356890661
751,0,0.0667621842103149
752,0,0.591653712585731
753,0,0.108303038117316
754,0,0.288976909483301
755,0,0.263700268978554
756,0,0.101884218852284
757,0,0.415748222536618
758,0,0.0412575322163573
759,0,0.268104619291862
760,0,0.258811183075303
761,0,0.380573895593194
762,1,0.243532477367958
763,1,0.419941541707446
764,0,0.201810529411226
765,1,0.174030525507174
766,0,0.15763754435747
767,0,0.690376079978045
768,1,0.673713013048497
769,0,0.219842746049296
770,1,0.498907705675749
771,1,0.403166678012539
772,0,0.124580345764358
773,0,0.0361700064064529
774,0,0.167669887105927
775,1,0.507384776414881
776,0,0.0531457596196204
777,1,0.785769492885556
778,1,0.0968398376707053
779,0,0.0223149181858698
780,0,0.236345146882532
781,0,0.0630204787731021
782,0,0.0562222164889888
783,0,0.070423699296125
784,0,0.175759007259267
785,1,0.404343088968408
786,0,0.060710777208243
787,0,0.0225426062172512
788,0,0.19223989134448
789,0,0.195880547981462
790,0,0.137360836411131
791,0,0.0614367559991166
792,0,0.111226348605162
793,0,0.60677376876288
794,0,0.182024081418405
795,0,0.0864445145369029
796,0,0.262592037720419
797,0,0.184443881208716
798,0,0.276315958690441
799,0,0.0910425461082956
800,0,0.278437353456306
801,0,0.127886404002861
802,0,0.305780908587316
803,0,0.13865056353345
804,0,0.0459815681110959
805,0,0.067262591297979
806,1,0.306868836892725
807,0,0.165421892575414
808,0,0.338853961898576
809,0,0.334750431285349
810,0,0.271418002175214
811,0,0.166751667664769
812,0,0.337940146948598
813,0,0.0659938082520895
814,1,0.072329862126012
815,0,0.100559096412532
816,0,0.0751901695611798
817,0,0.0696318037388953
818,1,0.561307435204849
819,0,0.0368485902002489
820,0,0.33667270673146
821,0,0.290263115171693
822,0,0.239798452922584
823,0,0.109328232972168
824,1,0.543465286832997
825,0,0.123958097466971
826,0,0.107807275868065
827,0,0.144898347927401
828,0,0.162854972326523
829,0,0.146782358529883
830,0,0.215762035412387
831,0,0.060751868655957
832,0,0.105741770780671
833,0,0.135427379408499
834,0,0.13357812339603
835,0,0.128005722032777
836,0,0.156210488237764
837,0,0.0773129815886446
838,0,0.516420681043534
839,1,0.183914680095571
840,0,0.188781605121239
841,1,0.5348969033193
842,0,0.192690008781945
843,0,0.115458070658977
844,1,0.249162308228299
845,0,0.281764768767915
846,0,0.363312109637476
847,0,0.112481265641762
848,0,0.285036241917727
849,0,0.189251585771063
850,0,0.0323458110514865
851,0,0.474136280782678
852,1,0.631204568825779
853,0,0.280086482590876
854,0,0.112698800758668
855,0,0.251072494133105
856,0,0.100279238919912
857,1,0.672362843771667
858,0,0.0691327968919966
859,0,0.0545637156277987
860,1,0.531920899827965
861,1,0.250454633401144
862,1,0.232182044718385
863,0,0.0865985402817977
864,0,0.129337606976399
865,0,0.141108794282081
866,0,0.0857424234698168
867,0,0.0787261351961167
868,1,0.480674207999139
869,1,0.422396127761805
870,0,0.0559947626624224
871,0,0.105407457012206
872,1,0.540776330208783
873,0,0.0938247216011075
874,0,0.0718890034053544
875,0,0.11305530002242
876,0,0.314657845104042
877,0,0.185860735442142
878,0,0.108738908964313
879,0,0.237889413667976
880,0,0.17829498991539
881,1,0.568976945969313
882,1,0.255688836734932
883,0,0.179217826718588
884,1,0.404304191760337
885,0,0.382999741640075
886,0,0.0213572714375757
887,0,0.198959040095295
888,0,0.0721960630726736
889,0,0.699604298493908
890,0,0.172373797442582
891,0,0.164841064007392
892,0,0.108818175881759
893,0,0.18416292911086
894,1,0.173166279481825
895,1,0.365475799702722
896,0,0.0952808056935988
897,0,0.102359744034606
898,0,0.251799205435884
899,1,0.351289006033524
900,0,0.174017086615013
901,1,0.351522680509818
902,0,0.0601723939800067
903,0,0.218663053211185
904,0,0.102045373334031
905,1,0.435028188241261
906,1,0.131976425884563
907,0,0.0530796766554431
908,1,0.461010901484339
909,0,0.0431913030297116
910,0,0.0501476287042903
911,0,0.062032103488214
912,0,0.291067127564584
913,0,0.169773734636381
914,0,0.186796594917598
915,0,0.0611383827859969
916,0,0.251561055924918
917,1,0.0650302731465349
918,0,0.19028017245113
919,0,0.105606899315796
920,0,0.206103139632393
921,0,0.0722290335361855
922,1,0.499372159742163
923,1,0.279654766632887
924,0,0.0775877648671437
925,0,0.0813240154368436
926,0,0.191449841682386
927,0,0.0436828520703508
928,0,0.150270145322464
929,0,0.469303364370472
930,0,0.117433656111278
931,0,0.203945690641637
932,0,0.163925406183366
933,0,0.495780704956147
934,1,0.0557664536610925
935,0,0.041982732143961
936,0,0.0865775284495489
937,1,0.16695043021217
938,0,0.286469773859332
939,0,0.089371908429177
940,0,0.248580217666023
941,0,0.0636580495259124
942,0,0.127825041417537
943,1,0.380419745802848
944,0,0.297773356315228
945,0,0.155960698016257
946,0,0.045409980232516
947,1,0.246923313084061
948,1,0.118423892794221
949,0,0.409202017136445
950,1,0.458382918677105
951,0,0.203166252636837
952,0,0.237890414463839
953,0,0.6913274370384
954,0,0.0854101527425332
955,1,0.151591944415213
956,0,0.384351384940165
957,0,0.111836219805103
958,0,0.393854784329858
959,0,0.101769934698738
960,0,0.115536913286781
961,0,0.142021807642979
962,0,0.163051889093433
963,0,0.0493800969427971
964,1,0.575190620257709
965,1,0.297383967699617
966,0,0.157063755226764
967,0,0.0991749378742692
968,0,0.157304210605229
969,0,0.198763211806321
970,0,0.604429833028963
971,0,0.213542133114188
972,0,0.0198874005694829
973,0,0.401137792621346
974,0,0.10305016518589
975,0,0.135498993138683
976,0,0.0974863117090707
977,1,0.371536380982613
978,0,0.226277770399964
979,0,0.448500605014528
980,0,0.328254006666899
981,0,0.110926047977947
982,0,0.549369125892731
983,0,0.0318177975554429
984,1,0.414003413651229
985,0,0.0279807827005232
986,0,0.0867512806591394
987,0,0.19244527456816
988,1,0.173120406302637
989,0,0.0420971959597637
990,1,0.476280458460067
991,0,0.168989117710459
992,0,0.0987500619639098
993,0,0.254365993939074
994,0,0.159753006299178
995,0,0.208245202880537
996,0,0.0236375979379654
997,0,0.0706646835207374
998,0,0.324067175829487
999,0,0.107174829462559
1000,0,0.288690586263614
1001,0,0.502488646069716
1002,0,0.0981378160216176
1003,0,0.144608366275503
1004,1,0.343880501245363
1005,0,0.248006051037218
1006,1,0.561371556138546
1007,0,0.160818254367446
1008,0,0.101692452406228
1009,1,0.243601566557476
1010,0,0.410105951737262
1011,1,0.148200095612477
1012,0,0.0616885994934697
1013,0,0.0484289278075623
1014,0,0.0193271714359078
1015,0,0.128994951729124
1016,1,0.112828658238628
1017,0,0.358643256844582
1018,0,0.363041319985791
1019,1,0.557111472434281
1020,0,0.0998979391419519
1021,1,0.353674373350992
1022,0,0.0506797484601161
1023,0,0.2338656518596
1024,0,0.0344120072788659
1025,0,0.134128450936115
1026,0,0.153524445863296
1027,0,0.0976079759420065
1028,0,0.12603718244591
1029,0,0.0319899348839955
1030,0,0.141554406101024
1031,0,0.208686446047823
1032,0,0.0793682867611531
1033,0,0.0523593247381298
1034,0,0.040328353037547
1035,0,0.0885609724903042
1036,0,0.0923306468649487
1037,0,0.134230534154064
1038,0,0.0340388957613525
1039,0,0.0505488714979849
1040,0,0.536191679569415
1041,0,0.426418383948058
1042,0,0.0765895430873202
1043,1,0.303769359800132
1044,0,0.122785139233635
1045,0,0.113452317196607
1046,0,0.145099980288136
1047,1,0.270939905945033
1048,1,0.366583472620304
1049,0,0.14881814643844
1050,1,0.382287047153377
1051,0,0.0314471192799824
1052,0,0.247618080598633
1053,0,0.351648430594932
1054,0,0.253392741463937
1055,0,0.114626886667539
1056,0,0.576729777161291
1057,0,0.0990190971887672
1058,1,0.469353653280219
1059,0,0.235540425168905
1060,0,0.168970381114379
1061,0,0.476816464256517
1062,0,0.0806572657056242
1063,1,0.326834470994518
1064,0,0.0524394179883119
1065,0,0.022977057046766
1066,1,0.176773036459105
1067,1,0.192988624741087
1068,0,0.167956279607024
1069,1,0.410377785657339
1070,1,0.192593198773122
1071,1,0.622543251407176
1072,0,0.308369176552731
1073,0,0.029397846623197
1074,0,0.135977259507018
1075,0,0.0742558810981065
1076,0,0.139371387814651
1077,0,0.133558167246989
1078,0,0.115482529936332
1079,0,0.240030661307867
1080,0,0.0466151101613103
1081,0,0.210310727985055
1082,0,0.201637033382241
1083,1,0.18028388950887
1084,0,0.143331887892352
1085,0,0.0463922154211454
1086,1,0.171164403956884
1087,1,0.148178224830295
1088,0,0.139618497972122
1089,0,0.0149884257829515
1090,0,0.256137645566126
1091,0,0.194106576082283
1092,0,0.061754791856408
1093,1,0.0905285035194926
1094,0,0.0586877278412144
1095,0,0.101468749448835
1096,1,0.0808299567745556
1097,1,0.201324268342392
1098,0,0.124688509703994
1099,0,0.126975560507084
1100,0,0.0540624047597286
1101,0,0.122228310902225
1102,0,0.0683088437896264
1103,0,0.148752386753403
1104,0,0.370705441039238
1105,0,0.0706383812610927
1106,0,0.453574465454999
1107,0,0.213438809335454
1108,1,0.448166674521494
1109,0,0.306745929273917
1110,0,0.0898579033882652
1111,1,0.289862739794005
1112,1,0.431930547940527
1113,0,0.332953290509041
1114,1,0.186281136135099
1115,1,0.69902339239035
1116,0,0.160083719449278
1117,0,0.0688706448187364
1118,1,0.397497160056849
1119,0,0.302244378454339
1120,0,0.100866563083118
1121,0,0.198366123623344
1122,0,0.0800508456149351
1123,1,0.640000380774293
1124,1,0.107088738841232
1125,1,0.120808932487182
1126,0,0.58255104704159
1127,0,0.213072266316344
